doc_id,date,iin,region,service_type,service,amount_kzt,channel,status,days_overdue,is_flagged,flag_reason,direction
D00208,2026-05-09,990018300018,Северо-Казахстанская,Налог,ИПН индивидуального предпринимателя,13519,eGov,Ожидает оплаты,0,0,,В бюджет
D00209,2026-05-09,990020300020,Мангистауская,Штраф,Административный штраф,62193,Мобильное приложение,Оплачено,0,0,,В бюджет
D00210,2026-05-09,990033300033,Актюбинская,Субсидия,Жилищная помощь,37031,ЦОН,Назначено,0,0,,Из бюджета
D00211,2026-05-09,990062300062,Алматы,Штраф,Штраф за превышение скорости,75922,ЦОН,Просрочено,131,0,,В бюджет
D00212,2026-05-09,990070300070,Павлодарская,Пособие,Пособие по уходу за ребёнком,129635,eGov,На рассмотрении,0,0,,Из бюджета
D00213,2026-05-09,990080300080,Туркестанская,Пошлина,Пошлина за загранпаспорт,20416,Мобильное приложение,Ожидает оплаты,0,0,,В бюджет
D00214,2026-05-09,990103300103,Жамбылская,Пошлина,Пошлина за регистрацию недвижимости,1734,eGov,Ожидает оплаты,0,0,,В бюджет
D00215,2026-05-10,990006300006,Акмолинская,Штраф,Административный штраф,96159,Мобильное приложение,Ожидает оплаты,0,0,,В бюджет
D00216,2026-05-10,990027300027,Акмолинская,Штраф,Штраф за парковку,19324,ЦОН,Просрочено,84,0,,В бюджет
D00217,2026-05-10,990060300060,Туркестанская,Налог,Налог на транспорт,63800,ЦОН,Оплачено,0,0,,В бюджет
D00218,2026-05-10,990084300084,Жамбылская,Штраф,Административный штраф,94375,eGov,Ожидает оплаты,0,0,,В бюджет
D00219,2026-05-10,990086300086,Алматы,Налог,ИПН индивидуального предпринимателя,79355,eGov,Оплачено,0,0,,В бюджет
D00220,2026-05-10,990096300096,Алматинская,Пошлина,Госпошлина за регистрацию авто,25296,Банк,Оплачено,0,0,,В бюджет
D00221,2026-05-10,990107300107,Атырауская,Субсидия,Жилищная помощь,43962,Банк,Назначено,0,0,,Из бюджета
D00222,2026-05-10,990083300083,Кызылординская,Субсидия,Жилищная помощь,107197,ЦОН,Отказано,0,1,Отказ по субсидии: в регионе доля отказов заметно выше средней,Из бюджета
D00223,2026-05-11,990018300018,Северо-Казахстанская,Налог,Налог на имущество,35434,eGov,Оплачено,0,0,,В бюджет
D00224,2026-05-11,990020300020,Мангистауская,Пособие,Пособие по уходу за ребёнком,28609,ЦОН,Отказано,0,0,,Из бюджета
D00225,2026-05-11,990037300037,Мангистауская,Пособие,Адресная социальная помощь,34122,eGov,На рассмотрении,0,0,,Из бюджета
D00226,2026-05-11,990079300079,Астана,Пошлина,Госпошлина за регистрацию авто,21341,eGov,Оплачено,0,0,,В бюджет
D00227,2026-05-12,990009300009,Павлодарская,Налог,Земельный налог,93679,Банк,Оплачено,0,0,,В бюджет
D00228,2026-05-12,990015300015,Актюбинская,Штраф,Штраф за превышение скорости,64530,eGov,Оплачено,0,0,,В бюджет
D00229,2026-05-12,990019300019,Атырауская,Штраф,Штраф за парковку,38895,eGov,Ожидает оплаты,0,0,,В бюджет
D00230,2026-05-12,990078300078,Акмолинская,Субсидия,Субсидия на коммунальные услуги,290272,Банк,Назначено,0,0,,Из бюджета
D00231,2026-05-12,990083300083,Кызылординская,Налог,Земельный налог,69009,ЦОН,Ожидает оплаты,0,0,,В бюджет
D00232,2026-05-13,990006300006,Акмолинская,Субсидия,Жилищная помощь,372756,ЦОН,Назначено,0,0,,Из бюджета
D00233,2026-05-13,990035300035,Костанайская,Штраф,Штраф за парковку,64236,Мобильное приложение,Оплачено,0,0,,В бюджет
D00234,2026-05-13,990055300055,Мангистауская,Пособие,Пособие по инвалидности,129986,Мобильное приложение,Отказано,0,0,,Из бюджета
D00235,2026-05-13,990061300061,Астана,Налог,ИПН индивидуального предпринимателя,114597,Банк,Оплачено,0,0,,В бюджет
D00236,2026-05-13,990076300076,Туркестанская,Штраф,Штраф за превышение скорости,19244,Банк,Оплачено,0,0,,В бюджет
D00237,2026-05-13,990086300086,Алматы,Пошлина,Пошлина за регистрацию недвижимости,3847,eGov,Оплачено,0,0,,В бюджет
D00238,2026-05-13,990099300099,Акмолинская,Налог,Земельный налог,58331,ЦОН,Ожидает оплаты,0,0,,В бюджет
D00239,2026-05-15,990025300025,Актюбинская,Налог,Налог на имущество,72718,eGov,Оплачено,0,0,,В бюджет
D00240,2026-05-15,990028300028,Павлодарская,Штраф,Штраф за превышение скорости,54765,Мобильное приложение,Оплачено,0,0,,В бюджет
D00241,2026-05-15,990070300070,Павлодарская,Субсидия,Жилищная помощь,381224,Мобильное приложение,Назначено,0,0,,Из бюджета
D00242,2026-05-15,990072300072,Алматинская,Штраф,Штраф за превышение скорости,80246,eGov,Просрочено,108,0,,В бюджет
D00243,2026-05-15,990094300094,Алматы,Субсидия,Агросубсидия,386506,eGov,На рассмотрении,0,0,,Из бюджета
D00244,2026-05-15,990116300116,Павлодарская,Налог,Земельный налог,50546,eGov,Оплачено,0,0,,В бюджет
D00245,2026-05-15,990080300080,Кызылординская,Субсидия,Жилищная помощь,56897,ЦОН,Отказано,0,1,Отказ по субсидии: в регионе доля отказов заметно выше средней,Из бюджета
D00246,2026-05-16,990049300049,Туркестанская,Штраф,Административный штраф,83184,Мобильное приложение,Оплачено,0,0,,В бюджет
